	Game_id	Person_id	PSc	PAg	Possessions	ORTG	DRTG
4656	d2bc9ecd1c1dca587901bcc901896076	e49b2cc3f9aacd500b11a35b1c57112d	19	24	35	0.5428571428571428	0.6857142857142857
4657	d2bc9ecd1c1dca587901bcc901896076	36fdadf436b164ee29174c8e1fde7271	29	33	48	0.6041666666666666	0.6875
4658	d2bc9ecd1c1dca587901bcc901896076	4ef3dae16c436459ff05156abca5cebd	27	32	47	0.574468085106383	0.6808510638297872
4659	d2bc9ecd1c1dca587901bcc901896076	902362537ff2a39c0c0cfb82ab0adac2	0	0	0		
4660	d2bc9ecd1c1dca587901bcc901896076	942a84f05f4ab956125f68ec0963481f	0	0	0		
4661	d2bc9ecd1c1dca587901bcc901896076	c950aaad2e56c87e9ac7281016d37cb6	0	0	0		
4662	d2bc9ecd1c1dca587901bcc901896076	4413c19cf092bda39332d7833c90bfe6	36	33	51	0.7058823529411765	0.6470588235294118
4663	d2bc9ecd1c1dca587901bcc901896076	bf6ed471f8425903310f08548a206905	0	0	0		
4664	d2bc9ecd1c1dca587901bcc901896076	5cce6ffa455e6372d9de0de400482ab6	42	47	69	0.6086956521739131	0.6811594202898551
4665	d2bc9ecd1c1dca587901bcc901896076	619d3e44dc84b366bd685de3e94b3bec	0	0	0		
4666	d2bc9ecd1c1dca587901bcc901896076	4dd3d6a51dc97c651d3a86eec4362a1f	29	36	49	0.5918367346938775	0.7346938775510204
4667	d2bc9ecd1c1dca587901bcc901896076	18a823379f2bf4e4be8b419698cde91c	0	0	0		
4668	d2bc9ecd1c1dca587901bcc901896076	7027df5d9c51192f3527ac8c74b4d08d	0	0	0		
4669	d2bc9ecd1c1dca587901bcc901896076	d81d912f81fa43178f423aa89a713e96	70	66	91	0.7692307692307693	0.7252747252747253
4720	d36de5306a05d0cdbd51a7294ac91359	7d14d9d4694ff8e1bde7394c613842e2	0	0	0		
4721	d36de5306a05d0cdbd51a7294ac91359	95c8abc40fb4ecf4fa5627975450dc95	83	81	122	0.680327868852459	0.6639344262295082
4722	d36de5306a05d0cdbd51a7294ac91359	88de21714213b1a22a63ed1dfec267c8	0	0	0		
4723	d36de5306a05d0cdbd51a7294ac91359	cbcdba92e7ebacd9418f0bf29a6f6d13	4	14	11	0.36363636363636365	1.2727272727272727
4724	d36de5306a05d0cdbd51a7294ac91359	fa9ea3ddb13b576d0a7db1b23842c00e	0	0	0		
4725	d36de5306a05d0cdbd51a7294ac91359	8ef226e011978823e53492a28d71217f	61	70	97	0.6288659793814433	0.7216494845360825
4726	d36de5306a05d0cdbd51a7294ac91359	1ddd9c3d32c6f8245158a15b58b38992	0	0	0		
4727	d36de5306a05d0cdbd51a7294ac91359	9cf34a85700c146eaf259ed7a818ad63	49	62	84	0.5833333333333334	0.7380952380952381
4728	d36de5306a05d0cdbd51a7294ac91359	90115ca1e9f545b291b18a7db8d2a700	0	0	0		
4729	d36de5306a05d0cdbd51a7294ac91359	95c17413c3df2cb6709f0b23d27b5340	16	21	28	0.5714285714285714	0.75
4730	d36de5306a05d0cdbd51a7294ac91359	3773aefed22b2274d2178f90bb6a858a	78	80	120	0.65	0.6666666666666666
4731	d36de5306a05d0cdbd51a7294ac91359	b265ffd84dbeef427136d140811e7d5f	36	32	47	0.7659574468085106	0.6808510638297872
4732	d36de5306a05d0cdbd51a7294ac91359	1d457397b925e5819869db6e806c9967	0	0	0		
4733	d36de5306a05d0cdbd51a7294ac91359	387ed8d45a1786fa72e95732df2dac4f	24	37	44	0.5454545454545454	0.8409090909090909
4734	d36de5306a05d0cdbd51a7294ac91359	dec83d2271a993d4a217b1265d702bcb	43	32	52	0.8269230769230769	0.6153846153846154
4735	d36de5306a05d0cdbd51a7294ac91359	0e6ad08f07aa1d0f125692af405249b9	86	93	129	0.6666666666666666	0.7209302325581395
4736	d36de5306a05d0cdbd51a7294ac91359	3c4073c5a42291d8db41f245f22940c7	43	32	52	0.8269230769230769	0.6153846153846154
4737	d36de5306a05d0cdbd51a7294ac91359	fe8aca56ad93b72526d622348b190ec3	0	0	0		
4738	d36de5306a05d0cdbd51a7294ac91359	c3fab6cfaf545b6172bc6c7c099a39f1	56	44	72	0.7777777777777778	0.6111111111111112
4739	d36de5306a05d0cdbd51a7294ac91359	3007e387a7d41a704390cb5878271b9a	82	80	119	0.6890756302521008	0.6722689075630253
4740	d36de5306a05d0cdbd51a7294ac91359	2fd8063b8cb4a66e2658b3a33dfa4850	71	69	94	0.7553191489361702	0.7340425531914894
4741	d36de5306a05d0cdbd51a7294ac91359	324b2f11b1cd08156cceb7206ef69820	94	85	127	0.7401574803149606	0.6692913385826772
4742	d36de5306a05d0cdbd51a7294ac91359	11f83d15ab55554432254788bba1e58f	66	69	101	0.6534653465346535	0.6831683168316832
4743	d36de5306a05d0cdbd51a7294ac91359	4cf82b670bd014fbd6b99ca1ffa25a4f	13	14	21	0.6190476190476191	0.6666666666666666
4744	d36de5306a05d0cdbd51a7294ac91359	89c519190d06b39ae85634965daafa5c	0	0	0		
4745	d36de5306a05d0cdbd51a7294ac91359	cf81e3b197158f3ddedae95005aa9859	79	77	117	0.6752136752136753	0.6581196581196581
4746	d36de5306a05d0cdbd51a7294ac91359	fded22dce8e6e398001981ec5077d3a5	0	0	0		
4747	d36de5306a05d0cdbd51a7294ac91359	eeaac18e3ac23a64e844e9686189d005	46	38	53	0.8679245283018868	0.7169811320754716
4748	d36de5306a05d0cdbd51a7294ac91359	e78a1d607e24b45967811d15848bfa7f	0	0	0		
4749	d36de5306a05d0cdbd51a7294ac91359	769cf4fe28af6cafc5887879e7f7f40f	0	0	0		
4790	d508da19217d10b9a4566ef06184b4fd	ae53f8ba6761b64a174051da817785bc	4	9	11	0.36363636363636365	0.8181818181818182
4791	d508da19217d10b9a4566ef06184b4fd	44230324724c84f122ac62a5f0918314	44	43	59	0.7457627118644068	0.7288135593220338
4792	d508da19217d10b9a4566ef06184b4fd	8d2127290c94bd41b82a2938734bc750	63	68	88	0.7159090909090909	0.7727272727272727
4793	d508da19217d10b9a4566ef06184b4fd	48ec4e6c52f418d5ca4ef510ba473ea0	91	84	122	0.7459016393442623	0.6885245901639344
4794	d508da19217d10b9a4566ef06184b4fd	e816ff284dc3f965b8f3d605a3b91bae	0	0	0		
4795	d508da19217d10b9a4566ef06184b4fd	ed95dff5440fadf3042b5acacea81eed	0	0	0		
4796	d508da19217d10b9a4566ef06184b4fd	616281dee946056b071699476fdee9ec	75	75	108	0.6944444444444444	0.6944444444444444
4797	d508da19217d10b9a4566ef06184b4fd	e814950408915f43de2b079dce7c21c5	82	76	119	0.6890756302521008	0.6386554621848739
4798	d508da19217d10b9a4566ef06184b4fd	2ad626904c8b28cceb8e12c624a84240	0	0	0		
4799	d508da19217d10b9a4566ef06184b4fd	bd45fe7dba52aa2cd00ba80ff107d05b	0	0	0		
4800	d508da19217d10b9a4566ef06184b4fd	766802a8fda500d7945950de7398c9c6	89	87	127	0.7007874015748031	0.6850393700787402
4801	d508da19217d10b9a4566ef06184b4fd	99104de2626f67c1fa2ce70504970c3f	56	55	73	0.7671232876712328	0.7534246575342466
4802	d508da19217d10b9a4566ef06184b4fd	42e0d7167f04a4ff958c6442da0e6851	79	90	125	0.632	0.72
4803	d508da19217d10b9a4566ef06184b4fd	c5dd5b2e3b975f0849d9b74e74125cb9	90	101	130	0.6923076923076923	0.7769230769230769
4804	d508da19217d10b9a4566ef06184b4fd	5db9c1c8184510fee8161e7fafdc9c49	25	31	40	0.625	0.775
4805	d508da19217d10b9a4566ef06184b4fd	f4a5ca938177c407a9dab5412e39498f	66	61	84	0.7857142857142857	0.7261904761904762
4806	d508da19217d10b9a4566ef06184b4fd	1b37fed4823f31ccbf03515f4b9fe438	0	0	0		
4807	d508da19217d10b9a4566ef06184b4fd	c10b49616a2f4a23607dc1a8be4fde9f	72	74	103	0.6990291262135923	0.7184466019417476
4808	d508da19217d10b9a4566ef06184b4fd	d00d552bc4e50f63f9397a74514519ba	21	13	27	0.7777777777777778	0.48148148148148145
4809	d508da19217d10b9a4566ef06184b4fd	dd1da128c27db468d95b99b583f8a57d	8	9	11	0.7272727272727273	0.8181818181818182
4810	d508da19217d10b9a4566ef06184b4fd	4ef3dae16c436459ff05156abca5cebd	54	56	80	0.675	0.7
4811	d508da19217d10b9a4566ef06184b4fd	618f6d58ab2881152607c2a6e057bc51	34	40	51	0.6666666666666666	0.7843137254901961
4812	d508da19217d10b9a4566ef06184b4fd	902362537ff2a39c0c0cfb82ab0adac2	13	12	14	0.9285714285714286	0.8571428571428571
4813	d508da19217d10b9a4566ef06184b4fd	e59b921ab3da55f632bc748beb12805a	0	0	0		
4814	d508da19217d10b9a4566ef06184b4fd	4413c19cf092bda39332d7833c90bfe6	34	36	49	0.6938775510204082	0.7346938775510204
4815	d508da19217d10b9a4566ef06184b4fd	bf6ed471f8425903310f08548a206905	0	0	0		
4816	d508da19217d10b9a4566ef06184b4fd	5cce6ffa455e6372d9de0de400482ab6	42	33	50	0.84	0.66
4817	d508da19217d10b9a4566ef06184b4fd	4dd3d6a51dc97c651d3a86eec4362a1f	0	0	0		
4818	d508da19217d10b9a4566ef06184b4fd	7027df5d9c51192f3527ac8c74b4d08d	0	0	0		
4819	d508da19217d10b9a4566ef06184b4fd	d81d912f81fa43178f423aa89a713e96	58	47	69	0.8405797101449275	0.6811594202898551
4860	d522ea3836b8e1977ab10b3bfeb5dfd1	fb64ca4b8beaf4c4c6e4575fe2f3abd7	94	96	151	0.6225165562913907	0.6357615894039735
4861	d522ea3836b8e1977ab10b3bfeb5dfd1	f3d6e924c2736c9e5771b0784e31c2df	0	0	0		
4862	d522ea3836b8e1977ab10b3bfeb5dfd1	32c044aa84d75ccd78c3c9f2aeb33bd9	48	42	68	0.7058823529411765	0.6176470588235294
4863	d522ea3836b8e1977ab10b3bfeb5dfd1	efdf75393e50b635b2ea854471a88345	0	0	0		
4864	d522ea3836b8e1977ab10b3bfeb5dfd1	7f438c18058290903c46dfe9d71bd68a	80	76	127	0.6299212598425197	0.5984251968503937
4865	d522ea3836b8e1977ab10b3bfeb5dfd1	8c7a7249d80b1489594b3a2a87f3f19d	0	0	0		
4866	d522ea3836b8e1977ab10b3bfeb5dfd1	1dabb767e07d0aa702ee58d41c15eab1	54	49	83	0.6506024096385542	0.5903614457831325
4867	d522ea3836b8e1977ab10b3bfeb5dfd1	3691a0fcae960edcb40de2300f0f4a90	83	91	140	0.5928571428571429	0.65
4868	d522ea3836b8e1977ab10b3bfeb5dfd1	95920e4bf5b6c15ba8dffbf959b38ba5	73	66	106	0.6886792452830188	0.6226415094339622
4869	d522ea3836b8e1977ab10b3bfeb5dfd1	722a380c9b59ef42226e8d392824dcb9	47	42	85	0.5529411764705883	0.49411764705882355
4870	d522ea3836b8e1977ab10b3bfeb5dfd1	418c3464b096a90c269ae5145ddf4d92	89	84	140	0.6357142857142857	0.6
4871	d522ea3836b8e1977ab10b3bfeb5dfd1	ce131b461fdfb50c5c1276a796638466	6	12	16	0.375	0.75
4872	d522ea3836b8e1977ab10b3bfeb5dfd1	900cd9f9e6b0339101bbc843bc0fec6c	17	34	34	0.5	1.0
4873	d522ea3836b8e1977ab10b3bfeb5dfd1	ef8b068ab7ac9d387b256404acd24cd5	78	76	126	0.6190476190476191	0.6031746031746031
4874	d522ea3836b8e1977ab10b3bfeb5dfd1	6861bcedc7a5448ec9fb79c65db0ef6f	27	28	43	0.627906976744186	0.6511627906976745
4875	d522ea3836b8e1977ab10b3bfeb5dfd1	95e4a68c9596fa7884f955c14ab1ea84	78	76	131	0.5954198473282443	0.5801526717557252
4876	d522ea3836b8e1977ab10b3bfeb5dfd1	4c4a14556a26a6fb83497a85c5bba602	95	95	151	0.6291390728476821	0.6291390728476821
4877	d522ea3836b8e1977ab10b3bfeb5dfd1	e49b2cc3f9aacd500b11a35b1c57112d	17	19	23	0.7391304347826086	0.8260869565217391
4878	d522ea3836b8e1977ab10b3bfeb5dfd1	36fdadf436b164ee29174c8e1fde7271	9	14	14	0.6428571428571429	1.0
4879	d522ea3836b8e1977ab10b3bfeb5dfd1	349033e700f4f61c4acecbfbfe4225eb	0	0	0		
4880	d522ea3836b8e1977ab10b3bfeb5dfd1	64e4b07f8d90902bcab1aa9e6b5d2ecf	55	44	75	0.7333333333333333	0.5866666666666667
4881	d522ea3836b8e1977ab10b3bfeb5dfd1	83d6b908e0df4b3aa13b684fa74c544c	0	0	0		
4882	d522ea3836b8e1977ab10b3bfeb5dfd1	942a84f05f4ab956125f68ec0963481f	25	25	37	0.6756756756756757	0.6756756756756757
4883	d522ea3836b8e1977ab10b3bfeb5dfd1	c950aaad2e56c87e9ac7281016d37cb6	0	0	0		
4884	d522ea3836b8e1977ab10b3bfeb5dfd1	137eed94de2c9698e4ac04e9ae73df02	55	61	90	0.6111111111111112	0.6777777777777778
4885	d522ea3836b8e1977ab10b3bfeb5dfd1	619d3e44dc84b366bd685de3e94b3bec	0	0	0		
4886	d522ea3836b8e1977ab10b3bfeb5dfd1	456adb7fd5329bfe1c8dce6b5dafa22c	0	0	0		
4887	d522ea3836b8e1977ab10b3bfeb5dfd1	18a823379f2bf4e4be8b419698cde91c	0	0	0		
4888	d522ea3836b8e1977ab10b3bfeb5dfd1	f5e2c91dffa679bce11356eb8b60d26c	0	0	0		
4889	d522ea3836b8e1977ab10b3bfeb5dfd1	a4d4f9a2e312a7969d818a7175266578	0	0	0		
4930	db01d0f50dbdc57e0346858ac7be154a	ed2c00d1cbd80e8b960a98d5ae0bda44	47	46	66	0.7121212121212122	0.696969696969697
4931	db01d0f50dbdc57e0346858ac7be154a	8b27d0fe8268b3f83de96b7e198ca2c0	4	14	17	0.23529411764705882	0.8235294117647058
4932	db01d0f50dbdc57e0346858ac7be154a	4b35bf5cc8eebb940aa41c466bff7277	83	83	114	0.7280701754385965	0.7280701754385965
4933	db01d0f50dbdc57e0346858ac7be154a	95c8abc40fb4ecf4fa5627975450dc95	88	69	115	0.7652173913043478	0.6
4934	db01d0f50dbdc57e0346858ac7be154a	b65cb97208a56cc4f7071616f1605b3d	55	78	99	0.5555555555555556	0.7878787878787878
4935	db01d0f50dbdc57e0346858ac7be154a	9d727edb4746e585028aabb9e1822cda	4	2	8	0.5	0.25
4936	db01d0f50dbdc57e0346858ac7be154a	cbcdba92e7ebacd9418f0bf29a6f6d13	0	0	0		
4937	db01d0f50dbdc57e0346858ac7be154a	fa9ea3ddb13b576d0a7db1b23842c00e	0	0	0		
4938	db01d0f50dbdc57e0346858ac7be154a	1ddd9c3d32c6f8245158a15b58b38992	0	0	0		
4939	db01d0f50dbdc57e0346858ac7be154a	9cf34a85700c146eaf259ed7a818ad63	72	64	98	0.7346938775510204	0.6530612244897959
4940	db01d0f50dbdc57e0346858ac7be154a	b265ffd84dbeef427136d140811e7d5f	60	62	83	0.7228915662650602	0.7469879518072289
4941	db01d0f50dbdc57e0346858ac7be154a	f42e50d6a567798c9540b0cf7447337e	49	64	84	0.5833333333333334	0.7619047619047619
4942	db01d0f50dbdc57e0346858ac7be154a	387ed8d45a1786fa72e95732df2dac4f	47	39	64	0.734375	0.609375
4943	db01d0f50dbdc57e0346858ac7be154a	fe8aca56ad93b72526d622348b190ec3	69	68	100	0.69	0.68
4944	db01d0f50dbdc57e0346858ac7be154a	8c646f2710d4f64955903039fdc6374e	83	87	116	0.7155172413793104	0.75
4945	db01d0f50dbdc57e0346858ac7be154a	b43d8e250bbf5bf03bcbbd2f48141acd	64	85	111	0.5765765765765766	0.7657657657657657
4946	db01d0f50dbdc57e0346858ac7be154a	6a47aad050b23defa36c9d566a0570ff	12	9	13	0.9230769230769231	0.6923076923076923
4947	db01d0f50dbdc57e0346858ac7be154a	e9b4d02c8216e149e1b0c69c9feb6541	11	7	13	0.8461538461538461	0.5384615384615384
4948	db01d0f50dbdc57e0346858ac7be154a	fd5f6da99b2abc7327464a9135ccd904	4	2	8	0.5	0.25
4949	db01d0f50dbdc57e0346858ac7be154a	3007e387a7d41a704390cb5878271b9a	92	73	120	0.7666666666666667	0.6083333333333333
4950	db01d0f50dbdc57e0346858ac7be154a	87d5036c732e89f1d2566f24b5c17113	89	108	146	0.6095890410958904	0.7397260273972602
4951	db01d0f50dbdc57e0346858ac7be154a	324b2f11b1cd08156cceb7206ef69820	0	0	0		
4952	db01d0f50dbdc57e0346858ac7be154a	3affc10638c65869d7d1aa53290b22c2	0	0	0		
4953	db01d0f50dbdc57e0346858ac7be154a	91766e9c4990a0f665ec890383f84359	0	0	0		
4954	db01d0f50dbdc57e0346858ac7be154a	4cf82b670bd014fbd6b99ca1ffa25a4f	2	4	8	0.25	0.5
4955	db01d0f50dbdc57e0346858ac7be154a	89c519190d06b39ae85634965daafa5c	2	4	8	0.25	0.5
4956	db01d0f50dbdc57e0346858ac7be154a	aed0411cb17a045654ad29b423260ebd	0	0	0		
4957	db01d0f50dbdc57e0346858ac7be154a	cf81e3b197158f3ddedae95005aa9859	100	80	130	0.7692307692307693	0.6153846153846154
4958	db01d0f50dbdc57e0346858ac7be154a	eeaac18e3ac23a64e844e9686189d005	53	42	69	0.7681159420289855	0.6086956521739131
4959	db01d0f50dbdc57e0346858ac7be154a	769cf4fe28af6cafc5887879e7f7f40f	0	0	0		
5000	dc3a96d83623f28fd84bd535e57c146f	ed2c00d1cbd80e8b960a98d5ae0bda44	40	39	66	0.6060606060606061	0.5909090909090909
5001	dc3a96d83623f28fd84bd535e57c146f	8b27d0fe8268b3f83de96b7e198ca2c0	0	0	0		
5002	dc3a96d83623f28fd84bd535e57c146f	4b35bf5cc8eebb940aa41c466bff7277	100	90	154	0.6493506493506493	0.5844155844155844
5003	dc3a96d83623f28fd84bd535e57c146f	95c8abc40fb4ecf4fa5627975450dc95	90	82	150	0.6	0.5466666666666666
5004	dc3a96d83623f28fd84bd535e57c146f	b65cb97208a56cc4f7071616f1605b3d	26	27	33	0.7878787878787878	0.8181818181818182
5005	dc3a96d83623f28fd84bd535e57c146f	9d727edb4746e585028aabb9e1822cda	0	0	0		
5006	dc3a96d83623f28fd84bd535e57c146f	cbcdba92e7ebacd9418f0bf29a6f6d13	0	0	0		
5007	dc3a96d83623f28fd84bd535e57c146f	fa9ea3ddb13b576d0a7db1b23842c00e	0	0	0		
5008	dc3a96d83623f28fd84bd535e57c146f	1ddd9c3d32c6f8245158a15b58b38992	0	0	0		
5009	dc3a96d83623f28fd84bd535e57c146f	9cf34a85700c146eaf259ed7a818ad63	51	51	94	0.5425531914893617	0.5425531914893617
5010	dc3a96d83623f28fd84bd535e57c146f	b265ffd84dbeef427136d140811e7d5f	60	65	93	0.6451612903225806	0.6989247311827957
5011	dc3a96d83623f28fd84bd535e57c146f	f42e50d6a567798c9540b0cf7447337e	44	50	86	0.5116279069767442	0.5813953488372093
5012	dc3a96d83623f28fd84bd535e57c146f	387ed8d45a1786fa72e95732df2dac4f	0	0	0		
5013	dc3a96d83623f28fd84bd535e57c146f	fe8aca56ad93b72526d622348b190ec3	78	68	127	0.6141732283464567	0.5354330708661418
5014	dc3a96d83623f28fd84bd535e57c146f	8c646f2710d4f64955903039fdc6374e	90	90	151	0.5960264900662252	0.5960264900662252
5015	dc3a96d83623f28fd84bd535e57c146f	b43d8e250bbf5bf03bcbbd2f48141acd	94	96	152	0.618421052631579	0.631578947368421
5016	dc3a96d83623f28fd84bd535e57c146f	6a47aad050b23defa36c9d566a0570ff	87	84	144	0.6041666666666666	0.5833333333333334
5017	dc3a96d83623f28fd84bd535e57c146f	e9b4d02c8216e149e1b0c69c9feb6541	6	9	18	0.3333333333333333	0.5
5018	dc3a96d83623f28fd84bd535e57c146f	fd5f6da99b2abc7327464a9135ccd904	0	0	0		
5019	dc3a96d83623f28fd84bd535e57c146f	3007e387a7d41a704390cb5878271b9a	100	95	162	0.6172839506172839	0.5864197530864198
5020	dc3a96d83623f28fd84bd535e57c146f	87d5036c732e89f1d2566f24b5c17113	73	85	126	0.5793650793650794	0.6746031746031746
5021	dc3a96d83623f28fd84bd535e57c146f	324b2f11b1cd08156cceb7206ef69820	77	82	124	0.6209677419354839	0.6612903225806451
5022	dc3a96d83623f28fd84bd535e57c146f	3affc10638c65869d7d1aa53290b22c2	0	0	0		
5023	dc3a96d83623f28fd84bd535e57c146f	91766e9c4990a0f665ec890383f84359	0	0	0		
5024	dc3a96d83623f28fd84bd535e57c146f	4cf82b670bd014fbd6b99ca1ffa25a4f	0	0	0		
5025	dc3a96d83623f28fd84bd535e57c146f	89c519190d06b39ae85634965daafa5c	0	0	0		
5026	dc3a96d83623f28fd84bd535e57c146f	aed0411cb17a045654ad29b423260ebd	0	0	0		
5027	dc3a96d83623f28fd84bd535e57c146f	cf81e3b197158f3ddedae95005aa9859	95	92	151	0.6291390728476821	0.609271523178808
5028	dc3a96d83623f28fd84bd535e57c146f	eeaac18e3ac23a64e844e9686189d005	19	25	29	0.6551724137931034	0.8620689655172413
5029	dc3a96d83623f28fd84bd535e57c146f	769cf4fe28af6cafc5887879e7f7f40f	0	0	0		
5070	df46ea1ec9250af2cd2f8e48f705ba4a	ed2c00d1cbd80e8b960a98d5ae0bda44	51	44	71	0.7183098591549296	0.6197183098591549
5071	df46ea1ec9250af2cd2f8e48f705ba4a	8b27d0fe8268b3f83de96b7e198ca2c0	2	8	6	0.3333333333333333	1.3333333333333333
5072	df46ea1ec9250af2cd2f8e48f705ba4a	4b35bf5cc8eebb940aa41c466bff7277	74	77	112	0.6607142857142857	0.6875
5073	df46ea1ec9250af2cd2f8e48f705ba4a	95c8abc40fb4ecf4fa5627975450dc95	81	77	112	0.7232142857142857	0.6875
5074	df46ea1ec9250af2cd2f8e48f705ba4a	b65cb97208a56cc4f7071616f1605b3d	73	56	97	0.7525773195876289	0.5773195876288659
5075	df46ea1ec9250af2cd2f8e48f705ba4a	9d727edb4746e585028aabb9e1822cda	0	0	0		
5076	df46ea1ec9250af2cd2f8e48f705ba4a	cbcdba92e7ebacd9418f0bf29a6f6d13	0	0	0		
5077	df46ea1ec9250af2cd2f8e48f705ba4a	fa9ea3ddb13b576d0a7db1b23842c00e	0	0	0		
5078	df46ea1ec9250af2cd2f8e48f705ba4a	1ddd9c3d32c6f8245158a15b58b38992	0	0	0		
5079	df46ea1ec9250af2cd2f8e48f705ba4a	9cf34a85700c146eaf259ed7a818ad63	70	58	100	0.7	0.58
5080	df46ea1ec9250af2cd2f8e48f705ba4a	b265ffd84dbeef427136d140811e7d5f	43	50	65	0.6615384615384615	0.7692307692307693
5081	df46ea1ec9250af2cd2f8e48f705ba4a	f42e50d6a567798c9540b0cf7447337e	45	59	68	0.6617647058823529	0.8676470588235294
5082	df46ea1ec9250af2cd2f8e48f705ba4a	387ed8d45a1786fa72e95732df2dac4f	27	25	41	0.6585365853658537	0.6097560975609756
5083	df46ea1ec9250af2cd2f8e48f705ba4a	fe8aca56ad93b72526d622348b190ec3	58	62	83	0.6987951807228916	0.7469879518072289
5084	df46ea1ec9250af2cd2f8e48f705ba4a	8c646f2710d4f64955903039fdc6374e	75	68	108	0.6944444444444444	0.6296296296296297
5085	df46ea1ec9250af2cd2f8e48f705ba4a	b43d8e250bbf5bf03bcbbd2f48141acd	68	79	100	0.68	0.79
5086	df46ea1ec9250af2cd2f8e48f705ba4a	6a47aad050b23defa36c9d566a0570ff	23	24	35	0.6571428571428571	0.6857142857142857
5087	df46ea1ec9250af2cd2f8e48f705ba4a	e9b4d02c8216e149e1b0c69c9feb6541	0	0	0		
5088	df46ea1ec9250af2cd2f8e48f705ba4a	fd5f6da99b2abc7327464a9135ccd904	0	0	0		
5089	df46ea1ec9250af2cd2f8e48f705ba4a	3007e387a7d41a704390cb5878271b9a	84	88	120	0.7	0.7333333333333333
5090	df46ea1ec9250af2cd2f8e48f705ba4a	87d5036c732e89f1d2566f24b5c17113	79	90	123	0.6422764227642277	0.7317073170731707
5091	df46ea1ec9250af2cd2f8e48f705ba4a	324b2f11b1cd08156cceb7206ef69820	54	52	80	0.675	0.65
5092	df46ea1ec9250af2cd2f8e48f705ba4a	3affc10638c65869d7d1aa53290b22c2	0	0	0		
5093	df46ea1ec9250af2cd2f8e48f705ba4a	91766e9c4990a0f665ec890383f84359	0	0	0		
5094	df46ea1ec9250af2cd2f8e48f705ba4a	4cf82b670bd014fbd6b99ca1ffa25a4f	0	0	0		
5095	df46ea1ec9250af2cd2f8e48f705ba4a	89c519190d06b39ae85634965daafa5c	0	0	0		
5096	df46ea1ec9250af2cd2f8e48f705ba4a	aed0411cb17a045654ad29b423260ebd	0	0	0		
5097	df46ea1ec9250af2cd2f8e48f705ba4a	cf81e3b197158f3ddedae95005aa9859	83	60	103	0.8058252427184466	0.5825242718446602
5098	df46ea1ec9250af2cd2f8e48f705ba4a	eeaac18e3ac23a64e844e9686189d005	5	18	16	0.3125	1.125
5099	df46ea1ec9250af2cd2f8e48f705ba4a	769cf4fe28af6cafc5887879e7f7f40f	0	0	0		
5150	e08f26c110e19f7afa4cbe5aed43be4a	ae53f8ba6761b64a174051da817785bc	45	35	53	0.8490566037735849	0.660377358490566
5151	e08f26c110e19f7afa4cbe5aed43be4a	44230324724c84f122ac62a5f0918314	57	57	82	0.6951219512195121	0.6951219512195121
5152	e08f26c110e19f7afa4cbe5aed43be4a	8d2127290c94bd41b82a2938734bc750	31	37	45	0.6888888888888889	0.8222222222222222
5153	e08f26c110e19f7afa4cbe5aed43be4a	48ec4e6c52f418d5ca4ef510ba473ea0	105	78	130	0.8076923076923077	0.6
5154	e08f26c110e19f7afa4cbe5aed43be4a	e816ff284dc3f965b8f3d605a3b91bae	0	0	0		
5155	e08f26c110e19f7afa4cbe5aed43be4a	ed95dff5440fadf3042b5acacea81eed	0	0	0		
5156	e08f26c110e19f7afa4cbe5aed43be4a	616281dee946056b071699476fdee9ec	96	65	116	0.8275862068965517	0.5603448275862069
5157	e08f26c110e19f7afa4cbe5aed43be4a	e814950408915f43de2b079dce7c21c5	109	85	136	0.8014705882352942	0.625
5158	e08f26c110e19f7afa4cbe5aed43be4a	2ad626904c8b28cceb8e12c624a84240	82	74	107	0.7663551401869159	0.6915887850467289
5159	e08f26c110e19f7afa4cbe5aed43be4a	bd45fe7dba52aa2cd00ba80ff107d05b	0	0	0		
5160	e08f26c110e19f7afa4cbe5aed43be4a	766802a8fda500d7945950de7398c9c6	75	90	124	0.6048387096774194	0.7258064516129032
5161	e08f26c110e19f7afa4cbe5aed43be4a	99104de2626f67c1fa2ce70504970c3f	75	48	83	0.9036144578313253	0.5783132530120482
5162	e08f26c110e19f7afa4cbe5aed43be4a	42e0d7167f04a4ff958c6442da0e6851	60	89	107	0.5607476635514018	0.8317757009345794
5163	e08f26c110e19f7afa4cbe5aed43be4a	c5dd5b2e3b975f0849d9b74e74125cb9	48	80	90	0.5333333333333333	0.8888888888888888
5164	e08f26c110e19f7afa4cbe5aed43be4a	5db9c1c8184510fee8161e7fafdc9c49	42	30	48	0.875	0.625
5165	e08f26c110e19f7afa4cbe5aed43be4a	f4a5ca938177c407a9dab5412e39498f	74	63	93	0.7956989247311828	0.6774193548387096
5166	e08f26c110e19f7afa4cbe5aed43be4a	1b37fed4823f31ccbf03515f4b9fe438	12	23	26	0.46153846153846156	0.8846153846153846
5167	e08f26c110e19f7afa4cbe5aed43be4a	c10b49616a2f4a23607dc1a8be4fde9f	60	73	100	0.6	0.73
5168	e08f26c110e19f7afa4cbe5aed43be4a	d00d552bc4e50f63f9397a74514519ba	8	26	24	0.3333333333333333	1.0833333333333333
5169	e08f26c110e19f7afa4cbe5aed43be4a	dd1da128c27db468d95b99b583f8a57d	0	0	0		
5170	e08f26c110e19f7afa4cbe5aed43be4a	4ef3dae16c436459ff05156abca5cebd	67	67	94	0.7127659574468085	0.7127659574468085
